id_vacancy|job_vacancy|description|salary
86687911|Frontend|<p><strong>МТС</strong> — это мультисервисная цифровая экосистема. Мы создаем и развиваем сервисы в сфере мобильной связи, больших данных, искусственного интеллекта, облачного хранения, медиа и финансов — все они делают жизнь людей проще и интереснее.</p> <p>Сейчас мы в поиске старшего инженера, который будет автоматизировать рабочие процессы технического блока по запросам от их владельцев.</p> <p><strong>Что предстоит делать:</strong></p> <ul> <li>разрабатывать новые инструменты автоматизации рабочих процессов</li> <li>поддерживать и совершенствовать существующие решения по автоматизации</li> </ul> <p><strong>Что мы ждем от кандидата:</strong></p> <ul> <li>Умение писать SQL запросы (с множеством Join-ов), хранимые процедуры и функции под БД Oracle, MS SQL.</li> <li>Опыт написания скриптов на Python под FrontEnd.</li> <li>Уверенное владение HTML/CSS, JavaScript.</li> <li>Желателен опыт создания одностраничных приложений.</li> <li>Дополнительный плюс знание топологии сотовой сети.</li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li>оформление по трудовому договору в штат компании;</li> <li>совокупный доход: оклад 70 000 + премия в размере оклада 2 раза в год;</li> <li>график работы 5/2 с 08.30 до 17.30; пятница до 16.15;</li> <li>программу ДМС с первого месяца работы - это 100% покрытие расходов в частных клиниках, включая стоматологию. Застраховать близких родственников можно со скидкой 50%. Для любителей путешествий - страховка в поездках за границу. А еще есть страхование жизни;</li> <li>отпуск 31 рабочий день;</li> <li>компенсацию расходов на спорт или питание на выбор;</li> <li>единую подписку МТС Premium — KION light в онлайн-кинотеатре KION, сервис МТС Music, 30 дней бесплатного пользования подпиской OZON Premium;</li> <li>скидки и предложения от партнеров;</li> <li>полезные курсы и вебинары в корпоративном университете;</li> <li>волонтерское движение, поддержку хобби и интересов сотрудников;</li> <li>возможность попробовать свои силы в разных проектах;</li> <li>профессиональное развитие в команде неравнодушных к своей работе людей и работа с наставником.</li> </ul> <p>SQL # MS SQL # Python # FrontEnd # HTML/CSS # JavaScript</p>|75500.0
85431990|Менеджер по продажам электрокаров|<p>Приветствую! Мы-<strong>UMINERS</strong>- международная аккредитованная IT-компания.</p> <p>У нас несколько направлений бизнеса: мы предоставляем полный комплекс услуг от продажи до установки майнинг оборудования под ключ, осуществляем спектр услуг по логистике из Китая, кроме того, у нас активно развивается бизнес-направление электрокаров.</p> <p>Мы продолжаем активно расширяться, у нас уже открыты представительства в 4 странах мира: в России, США, Сингапуре и Китае.</p> <p>Мы ищем<strong> Менеджера по продажам автомобилей (бизнес-направление </strong><strong>Prowatt</strong><strong>, шоу-рум Авиапарк):</strong></p> <p><strong>Итак, что предстоит сделать:</strong></p> <ul> <li>Работать с клиентами в шоу-руме по продаже электрокаров;</li> </ul> <p><strong>Что мы хотим видеть в Вас?</strong></p> <ul> <li>5+ лет опыта работы в продажах автомобилей или в продажах с большим чеком от 7 млн. руб.;</li> <li>Умение быстро разобраться с техническими характеристиками электрокаров;</li> <li>Хорошо выстраиваешь отношения и умеешь найти нужных для продвижения сделки людей;</li> <li>Любишь проактивную коммуникацию;</li> <li>Высокий уровень самоорганизации, умение работать в режиме многозадачности;</li> </ul> <p><strong>Что готовы вам предложить:</strong></p> <ol> <li>Работа в шоу-руме в 3 минутах ходьбы от метро ЦСКА;</li> <li>Гибкое начало рабочего дня 10:00-22.00/23.00, 2/2, 3/2</li> <li>Достойный совокупный доход: оклад 80 000 руб. + премии по результатам работы (150 000 - 250 000).</li> <li>Фантастическая команда: каждый из нас является важным звеном компании;</li> <li>Здоровая атмосфера в компании;</li> <li>Возможность развиваться и расти вместе с нами;</li> <li>Мы поощряем инициативу и поддерживаем идеи. Нам важен ваш профессиональный рост;</li> <li>Работа без бюрократии и формализма. Есть идея - быстро обсудили, выставили приоритет и погнали;</li> <li>Динамическая атмосфера растущей компании.</li> </ol> <p> </p> <p> </p> <p> </p>|150000.0
86702121|Специалист по контекстной и таргетированной рекламе (middle)|<p>Мы небольшое, но перспективное агентство интернет-маркетинга со специализацией на контекстной рекламе. Делаем performance маркетинг для крупных клиентов.</p> <p>Работа с хорошими перспективами профессионального и материального роста. Если есть желание стать крутым специалистом в контекстной или таргетированной рекламе и работать с крупными интересными проектами, тогда приходи к нам.</p> <p><strong>Что предстоит делать:</strong></p> <ul> <li> <p>Вести проекты: настраивать и вести рекламные кампании на разных площадках (Яндекс / Google / Вк / FB и др.. Анализировать статистику и на основе выводов вносить изменения в рекламу. Работать в команде с другими специалистами;</p> </li> <li> <p>Участвовать в составлении стратегии проектов: предлагать идеи по улучшению кампаний / идеи по новым запускам или инструментам;</p> </li> <li> <p>Участвовать в развитии отдела платного трафика: наши специалисты занимаются не только проектной работой, но и внепроектной - делают кросс-аудиты на проектах, обучают сотрудников компании, составляют чек-листы и инструкции, изучают новые рекламные инструменты и внедряют их в работу.</p> </li> </ul> <p>Мы открыты к тестированию разных гипотез и хотим создавать новые услуги, поэтому с нами точно получиться реализовать весь твой потенциал.</p> <p><strong>Требования к кандидату:</strong></p> <ul> <li> <p>Базовые знания интернет-маркетинга</p> </li> <li> <p>Опыт от 3 лет в контексте, нам нужен крепкий middle и наличие у тебя кейсов</p> </li> <li> <p>Опыт ведения проектов с большими бюджетами: от 3 млн в месяц</p> </li> <li> <p>Навыки работы с системами аналитики (хорошо, если можешь подтвердить сертификатами)</p> </li> <li> <p>Умение составить стратегию развития каналов платного трафика проекта</p> </li> <li> <p>Высокий уровень ответственности и самодисциплины</p> </li> <li> <p>Мотивация развиваться в интернет-маркетинге</p> </li> <li> <p>Честность и порядочность</p> </li> <li> <p>Проактивность и ориентация на результат</p> </li> </ul> <p>В нашей компании получают возможность раскрыться люди с разными качествами - как с аналитическими, так и с творческими.</p> <p><strong>Что мы предлагаем:</strong></p> <ul> <li> <p>Гибкий рабочий график. Главное — результат и отсутствие стагнации</p> </li> <li> <p>Конкурентная ЗП (от 80к) после прохождения испытательного срока (фин. мотивация - это большой процент от прибыли с проекта)</p> </li> <li> <p>Молодой и дружный коллектив</p> </li> <li> <p>Обучение, наставничество</p> </li> <li> <p>Возможность быть спикером и участником конференций по интернет-маркетингу</p> </li> </ul>|80000.0
86421279|Frontend JS разработчик|<p>Компания занимается разработкой собственных продуктов и проектов для иностранных заказчиков.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Программирование фронтэнд части новых web-проектов и совершенствование, расширение, поддержка существующих проектов;</li> <li>Участвовать в обсуждении задач, предлагать их решения и оценивать сроки разработки.</li> </ul> <strong>Требования:</strong> <ul> <li>Практический опыт проектирования и разработки web-приложений;</li> <li>Знание языка JavaScript, ES6 и опыт работы с JS-фреймворками;</li> <li>Знание кроссбраузерной и адаптивной верстки, HTML/CSS (SASS/LESS);</li> </ul> <p><em>Преимуществом будет:</em></p> <ul> <li> <p>Понимание современных технологий и инструментов, применяемых во фронтэнд-разработке;</p> </li> <li>Знание фреймворка React или Angular и опыт применения сборщиков проектов;</li> <li>Опыт full-stack разработки;</li> <li>Внимательность и наличие чувства прекрасного.</li> </ul> <strong>Условия:</strong> <ul> <li>Конкурентоспособная заработная плата (зависит от ваших знаний и опыта);</li> <li> <p>Официальное оформление в соответствии с ТК РФ, испытательный срок 3 месяца;</p> </li> <li>Аккредитованная ИТ‑компания, дружелюбная и комфортная атмосфера;</li> <li>Офис в центре города.</li> </ul>|100000.0
86807859|Системный администратор Linux (ubuntu)|<p><strong>Компания KVINT </strong>– ведущая компания по разработке и внедрению голосовых роботов.</p> <p>Основной продукт – голосовые виртуальные операторы, способные заменить живого человека на телефоне на входящих и исходящих звонках, во время которых роботы полностью имитируют живое человеческое общение по телефону, и люди не догадываются, что общаются с роботом.</p> <p>Решение построено на нейронных моделях, содержит технологии синтеза и распознавания речи, обработки естественного языка и управления диалогом.</p> <p>Среди наших клиентов - крупнейшие компании: операторы сотовой связи, банки, ритейл, микрофинансовые организации и коллекторские компании.</p> <p> </p> <p><strong>Обязанности:</strong></p> <ul> <li> <p>Автоматизация процессов обслуживания инфраструктуры и доставки кода.</p> </li> <li> <p>Плановые и аварийные работы по обслуживанию компонентов инфраструктуры</p> </li> <li> <p>Обслуживание систем мониторинга и аварийного оповещения</p> </li> <li> <p>Разбор сбоев в инфраструктуре и формирование постмортемов</p> </li> <li> <p>Поддержка сетевой инфраструктуры, её мониторинг, устранение сбоев в ней</p> </li> </ul> <p><strong>Требования:</strong></p> <ol> <li> <p>Знание Unix-like операционных систем (опыт от 5 лет);</p> </li> <li> <p>Знание сетевых технологий (L2/L3/L7 уровень);</p> </li> <li> <p>Практические навыки траблшутинга серверных систем (CPU/mem, network, storage);</p> </li> <li> <p>linux(ubuntu, centos) - установка, настройка, администрирование, уверенная работа в командной строке, iptables, работа с сертификатами, VPN, docker, systemd, работа с GPU (drivers, CUDA, gpu node), ssh;</p> </li> <li> <p>Инструменты автоматизации: Ansible;</p> </li> <li> <p>Опыт работы с VPN: Strongswan;</p> </li> <li> <p>Системы мониторинга: zabbix, ELK-стек;</p> </li> <li> <p>Стек ПО: RabbitMQ, MinIO, MongoDB, Mysql, nginx, asterisk;</p> </li> <li> <p>Желательно знание основ IP-телефонии (asterisk)</p> </li> <li> <p>Умение и желание работать в команде;</p> </li> <li> <p>Технический английский (чтение документации);</p> </li> </ol> <p><strong>Желательно (но не является критичным):</strong></p> <ol> <li> <p>Работа в поддержке высоконагруженных проектов;</p> </li> <li> <p>Практические навыки траблшутинга DB (Postgres, MongoDB, Mysql);</p> </li> <li> <p>Опыт написания автоматизации под Ansible</p> </li> <li> <p>Опыт работы с любыми публичными облаками</p> </li> </ol> <p><strong>Условия:</strong></p> <ul> <li> <p>Работа в аккредитованной IT компании в команде профессионалов. Резиденты Сколково.</p> </li> <li> <p>Достойный уровень заработной платы;</p> </li> <li> <p>Официальное оформление в штат компании с первого дня работы и полностью «белая» заработная плата;</p> </li> <li> <p>Независимость и самостоятельность в реализации задач, поощрение инициативы, гибкий менеджмент и отсутствие бюрократии;</p> </li> <li> <p>Крупный перспективный проект федерального масштаба с возможностями для профессионального развития;</p> </li> <li> <p>Полностью удаленная работа с возможностью работать из любой точки мира</p> </li> <li> <p>Интересные задачи и самые современные технологии</p> </li> </ul>|175000.0
86262468|Менеджер клиентской поддержки (Чаты)|<p><strong>Skyeng</strong> — трендсеттеры в онлайн-образовании. Каждый год мы запускаем новые продукты и направления, разрабатываем образовательные технологии и методики для сотен тысяч взрослых и детей.</p> <p>Сейчас мы в поиске <strong>Персональных менеджеров</strong> поддержки Premium учеников(письменный канал обращений): ярких, ответственных, понимающих, что такое качественный customer service, готовых расти и развиваться вместе с нами!</p> <p><strong>Твои задачи:</strong></p> <ul> <li> <p>Решать точечные запросы учеников (перенос занятия, возвращение из отпуска, следующая оплата, подбор преподавателя) в чатах;</p> </li> <li> <p>Консультировать учеников на всех этапах обучения;</p> </li> <li>Информировать о действующих акциях и предложениях.</li> </ul> <p><strong>Наш идеальный кандидат:</strong></p> <ul> <li>Имеет опыт работы в сопровождении клиентов в письменных коммуникациях от 1 года;</li> <li>Внимательный, умеет быстро обучаться и адаптироваться к изменениям;</li> <li>Умеет брать на себя ответственность и работать в режиме многозадачности;</li> <li>Обладает грамотной письменной речью.</li> </ul> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Регулярные и стабильные выплаты: фиксированное вознаграждение + бонус по KPI;</li> <li>Удаленная занятость из любой точки мира по графику 5/2 или 2/2;</li> <li> <p>Работа над социально значимым продуктом — мы меняем образование и делаем его таким, чтобы прям вау;</p> </li> <li>Обучение за наш счет: персональный план развития, менторинг, коучинг, тренинги по публичным выступлениям и доступ более чем к 100 курсам в корпоративном университете и электронной библиотеке;</li> <li>Удобные рабочие инструменты, которые помогают разграничить личное и рабочее пространство: Mattermost, Zoom, Google Workspace, Jira, Confluence.</li> <li>Скидки до 50% на продукты компании для тебя, твоего друга или ребенка.</li> </ul>|58500.0
86170836|Junior Программист/Разработчик Python|<p>Компания-резидент Технопарка Академгородка ищет себе в команду разработчика Python. Мы занимаемся технологиями для спорта - системами хронометража, автоматического судейства и мультимедиа сопровождения спортивных мероприятий. Мы уже реализовали множество проектов (среди которых Универсиада 2019, Первенство мира по сноуборду, Чемпионат России по Горным Лыжам, Кубок России в дисциплине Бигэир), и в поиске коллег для покорения новых вершин.</p> <p> </p> <p><strong>Что мы ждем от кандидата:</strong></p> <p>Знание английского языка достаточное для чтения технической документации</p> <p>Опыт разработки приложений на Python/Qt/C++/C#</p> <p>Желателен опыт работы с</p> <p>GitHub</p> <p>Linux</p> <p>PySide/PyQt</p> <p> </p> <p><strong>Обязанности:</strong></p> <p>Разработка, тестирование, отладка и поддержка кросс-платформенных (x86/ARM) приложений на Python.</p> <p> </p> <p><strong>Условия:</strong></p> <p>Обучение по специфике технологий</p> <p>Возможность создать основу для Олимпийских побед</p> <p>Трудоустройство по ТК РФ, комфотный офис в Технопарке Академгородка. Отличный вид - seaview:) Зона отдыха, кухня с напитками и перекусами.</p> <p>Служебная мобильная связь</p> <p>Пятидневная рабочая неделя с гибким началом и окончанием дня</p> <p>Дружный и молодой коллектив компании-резидента Технопарка</p> <p> </p> <p><strong>Немного о нас и о сфере работы:</strong></p> <p>Мы занимаемся разработкой и системной интеграцией спортивных систем автоматики и хронометража. Для развития наших продуктов и расширения функционала нам требуется разработчик в команду.</p> <p> </p> <p><strong>Тестовое задание:</strong></p> <p>После отклика будет выслано тестовое задание по итогам выполнения которого проходит очное собеседование.</p>|60000.0
86881702|Специалист по кадровому делопроизводству|<p><strong>Обязанности:</strong></p> <ul> <li> <p>Ведение кадрового делопроизводства в полном объеме согласно ТК РФ для персонала численностью от 250 человек;</p> </li> <li> <p>Оформление приёма, переводов, увольнений, отпусков и прочих отсутствий, работы в выходные дни, сверхурочной работы, ведение табельного учёта рабочего времени;</p> </li> <li> <p>Формирование и ведение личных дел и трудовых книжек сотрудников;</p> </li> <li> <p>Взаимодействие со страховой компанией по вопросам ДМС;</p> </li> <li> <p>Консультирование сотрудников по рабочим вопросам;</p> </li> <li> <p>Подготовка документов к проверкам (аудиторские, государственные органы);</p> </li> <li> <p>Ведение установленной отчетности.</p> </li> </ul> <strong>Требования:</strong> <ul> <li> <p>Высшее образование;</p> </li> <li> <p>Опыт ведения кадрового делопроизводства в полном объеме;</p> </li> <li> <p>Опыт работы в 1С 8.3, ЗУП;</p> </li> <li> <p>Аккуратность, внимательность к деталям;</p> </li> <li> <p>Коммуникабельность, умение работать в команде;</p> </li> <li> <p>Самостоятельность, готовность к профессиональному развитию, гибкость.</p> </li> </ul> <strong>Условия:</strong> <ul> <li> <p>Официальное трудоустройство 5/2, с 9:00 до 18.00. Возможность работать удаленно несколько дней в неделю;</p> </li> <li> <p>Достойный уровень заработной платы, ежегодное премирование по результатам работы;</p> </li> <li> <p>Ежегодный пересмотр заработных плат;</p> </li> <li> <p>ДМС (в том числе стоматология), оплата мобильной связи, питания, спортивных мероприятий;</p> </li> <li> <p>Возможность обучения за счет компании;</p> </li> <li> <p>Комфортный современный офис;</p> </li> <li> <p>Возможность профессионального роста.</p> </li> </ul>|90000.0
86391607|Оператор ПК (на сканирование документов, м. Щелковская, Монтажная улица, 11/1)|<p><strong><em>Уважаемые соискатели!</em></strong></p> <p><strong>В нашей компании увеличиваются объёмы работ, мы растем и расширяемся !!! И на сегодняшний день мы готовы принять в нашу дружную команду Операторов на подготовку и сканирование документов наших крупных Партнеров-Клиентов.</strong></p> <p>Компания «InfoLogistics» - стабильная и активно развивающаяся компания !</p> <p>Компания «InfoLogistics» - предлагает Клиентам различных сфер бизнеса готовые высокотехнологичные решения, направленные на цифровизацию документационных процессов (хранение документов в электронном виде, создание электронных архивов, управление цифровыми данными), безопасное хранение физических документов и конфиденциальное уничтожение документов.</p> <p>Наши решения с различными локализациями представлены на рынках России, Европы, Южной Африки, Латинской Америки !</p> <p><strong>Обязанности:</strong></p> <ul> <li>Подготовка документов к сканированию;</li> <li>Сканирование подготовленных документов;</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>Образование – не ниже среднего;</li> <li>Поводим обязательное обучение;</li> <li>Опыт сканирования документов, работы с документами – приветствуется;</li> <li>Опыт работы с ПК и офисной техникой;</li> <li>Внимательность в процессе работы с документами.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>График работы: 5/2 (08:00-17:00) пн-птн, сб/вскр - выходной;</li> <li>Проводится обязательное оплачиваемое обучение;</li> <li>Официальное оформление с первого рабочего дня;</li> <li>Зарплата выплачивается стабильно и исключительно на банковскую карту;</li> <li>Место работы: г. Москва, Монтажная улица, 11/1.</li> </ul> <p><strong>З/плата</strong> <strong>рассчитывается по часовой тарифной ставке:</strong></p> <ul> <li><em><strong>280, 00 руб/час (до вычета налогов);</strong></em></li> <li><em><strong>За 8-ми часовой рабочий день з/пл составит 2 240 руб. до вычета налогов;</strong></em></li> <li><em><strong>За 22 рабочих дня з/пл составит 49 280 руб. до вычета налогов;</strong></em></li> <li><em><strong>Чистыми (после вычета налогов) за 22 рабочих дня з/пл составит 42 873 руб.</strong></em></li> </ul> <p> </p>|40000.0
86917636|Frontend-разработчик|<p><em>Привет, мы команда <strong>Первый ОФД</strong>!</em><br /><br /><strong>Мы — аккредитованная продуктовая IT-компания «Первый ОФД».</strong></p> <p><strong>Создаем и развиваем сервисы для ритейла, рынка e-commerce и производственных компаний сегмента FMCG.</strong></p> <p>В нашей продуктовой линейке представлены сервисы</p> <p>— аренды облачных касс «под ключ»;</p> <p>— услуг по передаче фискальных данных (ОФД) и электронных документов (ЭДО);</p> <p>— онлайн-аналитики на основе данных о продажах из чеков.</p> <p><em><strong>Сейчас мы в поисках </strong>талантливого <strong>Angular developer</strong> на разработку нового продукта и поддержку существующего.</em></p> <p><strong>В команде:<em> </em></strong><em>2</em> frontend, 9 backend, 8 QA, 3 DevOps.</p> <p><strong>Cтэк:</strong> Java 17, Spring Framework, Spring Boot, PostgreSQL, Kafka, Redis, Zookeeper, Docker, K8s, Hadoop, BPMN/Flowable, Angular, JS / TS</p> <p>В проекте более 30 микросервисов, оставшиеся монолитные части планируется перевести на микросервисную архитектуру.</p> <p><strong>Обязанности:</strong></p> <ul> <li>Разработка и поддержка SPA приложений для проектов Первого ОФД;</li> <li>Участие в командной разработке;</li> <li>Совершенствование технических инструментов;</li> <li>Участие в code review;</li> <li>Улучшение кодовой базыю</li> </ul> <p><strong>Навыки и знания:</strong></p> <ul> <li>Уверенное знание основ JavaScript и TypeScript;</li> <li>Опыт работы с Angular;</li> <li>Умение верстать с применением grid/flex;</li> <li>Опыт работы в Agile команде;</li> <li>Английский на достаточном уровне чтобы гуглить на английском и читать документацию angular.</li> </ul> <p><strong>Языки и технологии:</strong></p> <ul> <li>Angular;</li> <li>RxJS;</li> <li>Typescript;</li> <li>sass;</li> <li>gitlab.</li> </ul> <p><em><strong>Будет плюсом:</strong></em></p> <ul> <li><em>Опыт написания Unit-тестов;</em></li> <li><em>Знание паттернов проектирования;</em></li> <li><em>Знание и умение применять на практике принципы SOLID.</em></li> </ul> <p>​​​<strong><em>Что мы предлагаем:</em></strong></p> <ul> <li> <p><strong>Как мы живем</strong></p> </li> <li><strong>Условия</strong>. Официальное трудоустройство с первого дня, 100% белая зарплата. Ты можешь выбрать удобный график работы: удаленка, гибрид, офис.</li> <li><strong>Команда.</strong> Нас 130+ человек, каждый из которых — эксперт в своей области. Мы увлечены чем-то не только в профессиональном плане, но и в личном. Поэтому у нас дружный и увлеченный коллектив. Внутри команды общаемся на «ты» и всегда готовы выслушать любую точку зрения.</li> <li><strong>Офис</strong>. У нас просторный и уютный офис в Москве (5 мин от с. Павелецкая) и Нижнем Новгороде (5 мин от с. Горьковская). Есть своя кухня, кофе из кофеварки, чай, снеки и фрукты. В офисе мы не только работаем, но и отдыхаем: чилим в организованной лаундж-зоне, устраиваем вечерние посиделки с настолками и просто общаемся.</li> <li><strong>Обучение.</strong> Мы хотим, чтобы у нас работали настоящие профессионалы своего дела, поэтому заинтересованы в обучении и развитии сотрудников. Если у тебя есть желание научиться новому — мы поможем подобрать и оплатим курсы, участие в конференциях, разработаем ИПР, etc.</li> <li><strong>Здоровье</strong>. Нам важен каждый сотрудник, поэтому, работая с нами, ты получаешь услуги ДМС, включая стоматологию, массаж, вызов врача на дом и экстренную госпитализацию.</li> <li> <p><strong>Хочешь к нам? Оставляй отклик! До встречи :)</strong></p> </li> </ul>|150000.0
86815928|Руководитель склада|<p><strong>IBMM technology </strong>- это ведущий международный поставщик высокотехнологичного оборудования (IT, серверное оборудование, оборудование для майнинга). Более 5 лет компания является прямым импортером ведущих мировых брендов оборудования, работает с крупными производителями в КНР, Индонезии, Тайланде и Тайване.</p> <p>Мы<strong> </strong>ищем людей, которые стремятся к постоянному росту и развитию, готовы изучать новые области и привносить свои знания в развитие нашей компании. В настоящее время мы находимся в поисках <strong>Руководителя склада.</strong></p> <p><strong>Чем предстоит заниматься:</strong></p> <ul> <li>прием / отгрузка оборудования ( товарных активов на складе почти нет, все, что приходит почти сразу отгружаем), в случае необходимости - перемещение оборудования по складу</li> <li>проверка оборудования</li> <li>ведение учета в 1С</li> <li>курирование отправки оборудования на ремонт, курирование логистических вопросов</li> </ul> <p><strong>Эта вакансия подойдет Вам, если:</strong></p> <ul> <li> <p>у Вас есть опыт работы на складе в единственном числе от 2 лет или руководства складом от 1 года</p> </li> <li> <p>Вы ответственны, внимательны и дисциплинированы</p> </li> <li> <p>Вы умеете общаться с водителями / курьерами / логистическими компаниями</p> </li> <li> <p>Вы умеете и готовы вести учет в 1С</p> </li> <li> <p>Вы готовы работать с IT оборудованием</p> </li> </ul> <p><strong>Что мы предлагаем:</strong></p> <ul> <li> <p>конкурентоспособный уровень вознаграждения (фиксированный оклад 120 000р. на руки)</p> </li> <li> <p>работу в динамично развивающейся компании с уникальным продуктом</p> </li> <li> <p>опыт от профессионалов в сфере высокотехнологичного и современного оборудования</p> </li> <li> <p>возможность профессионального и карьерного роста</p> </li> <li> <p>молодой и дружный коллектив</p> </li> <li> <p>комфортный офис на юго-западе Москвы (15 минут от метро Тропарево)</p> </li> <li> <p>бесплатную парковку на территории офиса</p> </li> <li> <p>столовую с горячей и свежей кухней, чай и кофе в офисе</p> </li> <li> <p>яркие корпоративы и выездные тимбилдинги для сотрудников</p> </li> <li> <p>график работы 5/2 с 10:00 до 19:00</p> </li> </ul> <p><strong>Будем рады рассказать подробнее про компанию на интервью!</strong></p> <ul> </ul> <ul> </ul>|120000.0
86554507|Веб-разработчик|<p>﻿«Простые решения» — аккредитованное digital-агентство. Более 11 лет мы занимаемся разработкой и поддержкой веб-сервисов, порталов, сайтов, мобильных приложений, seo-продвижением и настройкой контекстной рекламы. Клиенты доверяют нам развитие своего бизнеса и мы очень дорожим этим доверием.</p> <p>Сейчас мы в активном поиске надежного и опытного backend-разработчика.</p> <p> </p> <p><strong>Наш идеальный backend-разработчик:</strong></p> <ul> <li>Имеет опыт работы с 1C-Битрикс и Wordpress от 2-х лет;</li> <li>Владеет полным хард-арсеналом разработчика: HTML, CSS, PHP, JQuery, MySQL, ООП, БД, FTP, SSH;</li> <li>Имеет опыт работы с различными API;</li> <li>Знает нативный JS и работал с парсерами.</li> <li>Живет в Самаре и знает, что такое «волжский хват»)</li> </ul> <p>А самое главное: он умеет искать нестандартные пути решения задач, которые могут ускорить и облегчить ее выполнение.</p> <p> </p> <p><strong>Типичные рабочие задачи:</strong></p> <ul> <li>Доработка и техническое обслуживание сайтов на Битрикс и Wordpress;</li> <li>Участие в разработке новых проектов (верстка, установка на CMS);</li> <li>Доработка функционала сайтов (PHP);</li> <li>Верстка сайтов, оживление при помощи JS;</li> <li>При желании, можно разнообразить задачи написанием интересных, сложных и не очень сервисов — парсеры, интеграции по API.</li> </ul> <p>Если хотите, работайте удаленно. Но бывают моменты, когда нужно что-то обсудить всей командой в формате живой встречи. Поэтому нам важно, чтобы вы были из Самары и на одном с нами волжском вайбе.</p> <p> </p> <p><strong>Мы предлагаем:</strong></p> <ul> <li>Работу в аккредитованной IT-компании;</li> <li>График работы 5/2 на выбор: с 8.00 до 17.00, с 9.00 до 18.00, с 10.00 до 19.00;</li> <li>Отсрочку от призыва на военную службу — для военнообязанных;</li> <li>Белую зарплата;</li> <li>Помощь в получении льготной ИТ-ипотеки под 2,5%;</li> <li>13-ую зарплату;</li> <li>Компенсацию затрат на обучение;</li> <li>Возможность карьерного, профессионального и зарплатного роста;</li> <li>Интересные проекты в разных тематиках;</li> <li>Оформление согласно ТК РФ.</li> </ul>|60000.0
86721046|Тестировщик-стажер|<p>Мы предлагаем работу на крупных проектах у федеральных заказчиков – Росатом, Газпром, Роснефть, ЕВРАЗ, Лента, Теле2 и др. Специализация КРИТ – разработка, внедрение и поддержка корпоративных информационных систем, BI и EPM-решений на различных платформах, мобильных приложений в сегменте B2B.</p> <p><br />Наш опыт включает проекты в области госуправления, обрабатывающей промышленности, нефти и газа, энергетики, сельского хозяйства, экономики, здравоохранения, образования, банкинга и ритейла.</p> <p> </p> <p><strong>Обязанности:</strong></p> <ul> <li>проведение ручного, функционального тестирования мобильных приложений (Android, Windows Phone);</li> <li>написание тест-кейсов на основе требований;</li> <li>взаимодействие с командами разработки и аналитики по вопросам, связанным с контролем качества разработки и тестирования продукта;</li> <li>нахождение несоответствия между реализованным функционалом и бизнес-требованиями, заведение дефектов.</li> </ul> <p><strong>Требования:</strong></p> <ul> <li>высшее образование;</li> <li>уверенные теоретические знания основ тестирования;</li> <li>понимание принципов работы систем управления тест-кейсами и баг-трекинговых систем;</li> <li>знание техник составления тест-кейсов и опыт его применения для учебных или коммерческих проектов;</li> <li>знание специфики и особенностей тестирования мобильных устройств.</li> </ul> <p><strong>Условия:</strong></p> <ul> <li>оформление по ТК РФ и полностью «белая» заработная плата;</li> <li>ежеквартальные премии;</li> <li>гибкое начало рабочего дня (с 8:00 до 10:00);</li> <li>гибридный график работы (чередование офисной и удаленной работы);</li> <li>индивидуальный план развития, ежегодная и промежуточная аттестации;</li> <li>внутренние и внешние программы обучения;</li> <li>современное оборудование для работы: ноутбук, монитор и вся необходимая периферия или компенсация за использование личной компьютерной техники;</li> <li>комфорт в офисе: кофе, чай, сладкие угощения, свежие фрукты;</li> <li>увлекательные корпоративы и яркие тимбилдинги;</li> <li>изучение иностранных языков в школах по льготным корпоративным тарифам.</li> </ul> <p> </p> <p> </p>|45000.0
